event_id,match_id,event_name,event_date,event_place,f1name,f2name,f1result,f2result,f1fid,f2fid,method,method_d,ref,round,duration
9250,4,UFC 95 - Sanchez vs. Stevenson,2009-02-21,"O2 Arena, London, England, England",Junior dos Santos,Stefan Struve,win,loss,17272,15063,TKO,Punches,Dan Miragliotta,1,0:54
17274,8,UFC 140 - Jones vs. Machida,2011-12-10,"Air Canada Centre, Toronto, Ontario, Canada",Chan Sung Jung,Mark Hominick,win,loss,36155,4728,KO,Punches,Herb Dean,1,0:07
17274,7,UFC 140 - Jones vs. Machida,2011-12-10,"Air Canada Centre, Toronto, Ontario, Canada",Igor Pokrajac,Krzysztof Soszynski,win,loss,7621,9178,KO,Punches,Yves Lavigne,1,0:35
17274,6,UFC 140 - Jones vs. Machida,2011-12-10,"Air Canada Centre, Toronto, Ontario, Canada",Costas Philippou,Jared Hamman,win,loss,32432,15949,KO,Punches,John McCarthy,1,3:11
17274,5,UFC 140 - Jones vs. Machida,2011-12-10,"Air Canada Centre, Toronto, Ontario, Canada",Dennis Hallman,John Makdessi,win,loss,275,37402,Submission,Rear-Naked Choke,Josh Rosenthal,1,2:58
17274,4,UFC 140 - Jones vs. Machida,2011-12-10,"Air Canada Centre, Toronto, Ontario, Canada",Yves Jabouin,Walel Watson,win,loss,1693,36403,Decision,Split,Yves Lavigne,3,5:00
17274,3,UFC 140 - Jones vs. Machida,2011-12-10,"Air Canada Centre, Toronto, Ontario, Canada",Mark Bocek,Nik Lentz,win,loss,9781,15058,Decision,Unanimous,Herb Dean,3,5:00
17274,2,UFC 140 - Jones vs. Machida,2011-12-10,"Air Canada Centre, Toronto, Ontario, Canada",Jake Hecht,Rich Attonito,win,loss,15759,11955,TKO,Elbows and Punches,Josh Rosenthal,2,1:10
17274,1,UFC 140 - Jones vs. Machida,2011-12-10,"Air Canada Centre, Toronto, Ontario, Canada",John Cholish,Mitch Clarke,win,loss,35867,22556,TKO,Punches,John McCarthy,2,4:36
18346,10,UFC 141 - Lesnar vs. Overeem,2011-12-30,"MGM Grand Garden Arena, Las Vegas, Nevada, United States",Alistair Overeem,Brock Lesnar,win,loss,461,17522,TKO,Kick to the Body and Punches,Mario Yamasaki,1,2:26
18346,9,UFC 141 - Lesnar vs. Overeem,2011-12-30,"MGM Grand Garden Arena, Las Vegas, Nevada, United States",Nate Diaz,Donald Cerrone,win,loss,11451,15105,Decision,Unanimous,Herb Dean,3,5:00
18346,8,UFC 141 - Lesnar vs. Overeem,2011-12-30,"MGM Grand Garden Arena, Las Vegas, Nevada, United States",Johny Hendricks,Jon Fitch,win,loss,24539,4865,KO,Punch,Steve Mazzagatti,1,0:12
18346,6,UFC 141 - Lesnar vs. Overeem,2011-12-30,"MGM Grand Garden Arena, Las Vegas, Nevada, United States",Jim Hettes,Nam Phan,win,loss,48046,5778,Decision,Unanimous,Herb Dean,3,5:00
18346,5,UFC 141 - Lesnar vs. Overeem,2011-12-30,"MGM Grand Garden Arena, Las Vegas, Nevada, United States",Ross Pearson,Junior Assuncao,win,loss,11884,10380,Decision,Unanimous,Mario Yamasaki,3,5:00
18346,4,UFC 141 - Lesnar vs. Overeem,2011-12-30,"MGM Grand Garden Arena, Las Vegas, Nevada, United States",Danny Castillo,Anthony Njokuani,win,loss,26070,7540,Decision,Split,Steve Mazzagatti,3,5:00
18346,3,UFC 141 - Lesnar vs. Overeem,2011-12-30,"MGM Grand Garden Arena, Las Vegas, Nevada, United States",Dong Hyun Kim,Sean Pierson,win,loss,16374,573,Decision,Unanimous,Yves Lavigne,3,5:00
18346,2,UFC 141 - Lesnar vs. Overeem,2011-12-30,"MGM Grand Garden Arena, Las Vegas, Nevada, United States",Jacob Volkmann,Efrain Escudero,win,loss,24765,16555,Decision,Unanimous,Herb Dean,3,5:00
18346,1,UFC 141 - Lesnar vs. Overeem,2011-12-30,"MGM Grand Garden Arena, Las Vegas, Nevada, United States",Diego Nunes,Manny Gamburyan,win,loss,25981,5185,Decision,Unanimous,Steve Mazzagatti,3,5:00
18901,10,UFC 142 - Aldo vs. Mendes,2012-01-14,"HSBC Arena, Rio de Janeiro, Brazil, Brazil",Jose Aldo,Chad Mendes,win,loss,11506,38393,KO,Knee,Mario Yamasaki,1,4:59
18901,9,UFC 142 - Aldo vs. Mendes,2012-01-14,"HSBC Arena, Rio de Janeiro, Brazil, Brazil",Vitor Belfort,Anthony Johnson,win,loss,156,17662,Submission,Rear-Naked Choke,Dan Miragliotta,1,4:49
18901,8,UFC 142 - Aldo vs. Mendes,2012-01-14,"HSBC Arena, Rio de Janeiro, Brazil, Brazil",Rousimar Palhares,Mike Massenzio,win,loss,16286,12852,Submission,Heel Hook,Leon Roberts,1,1:03
18901,7,UFC 142 - Aldo vs. Mendes,2012-01-14,"HSBC Arena, Rio de Janeiro, Brazil, Brazil",Carlo Prater,Erick Silva,win,loss,6767,15009,DQ,Punches to Back of Head,Mario Yamasaki,1,0:29
18901,6,UFC 142 - Aldo vs. Mendes,2012-01-14,"HSBC Arena, Rio de Janeiro, Brazil, Brazil",Edson Barboza,Terry Etim,win,loss,46259,13332,KO,Spinning Wheel Kick,Dan Miragliotta,3,2:02
18901,5,UFC 142 - Aldo vs. Mendes,2012-01-14,"HSBC Arena, Rio de Janeiro, Brazil, Brazil",Thiago Tavares,Sam Stout,win,loss,4647,9901,Decision,Unanimous,Mario Yamasaki,3,5:00
18901,4,UFC 142 - Aldo vs. Mendes,2012-01-14,"HSBC Arena, Rio de Janeiro, Brazil, Brazil",Gabriel Gonzaga,Ednaldo Oliveira,win,loss,7306,14972,Submission,Rear-Naked Choke,Dan Miragliotta,1,3:22
18901,3,UFC 142 - Aldo vs. Mendes,2012-01-14,"HSBC Arena, Rio de Janeiro, Brazil, Brazil",Iuri Alcantara,Michihiro Omigawa,win,loss,16129,13005,Decision,Unanimous,Leon Roberts,3,5:00
18901,1,UFC 142 - Aldo vs. Mendes,2012-01-14,"HSBC Arena, Rio de Janeiro, Brazil, Brazil",Felipe Arantes,Antonio Carvalho,win,loss,31372,5346,Decision,Unanimous,Leon Roberts,3,5:00
19068,10,UFC on FX - Guillard vs. Miller,2012-01-20,"Bridgestone Arena, Nashville, Tennessee, United States",Jim Miller,Melvin Guillard,win,loss,14463,7431,Submission,Rear-Naked Choke,Herb Dean,1,3:04
19068,8,UFC on FX - Guillard vs. Miller,2012-01-20,"Bridgestone Arena, Nashville, Tennessee, United States",Mike Easton,Jared Papazian,win,loss,9626,33531,Decision,Majority,Mario Yamasaki,3,5:00
19068,7,UFC on FX - Guillard vs. Miller,2012-01-20,"Bridgestone Arena, Nashville, Tennessee, United States",Pat Barry,Christian Morecraft,win,loss,33342,34376,KO,Punches,Herb Dean,1,3:38
9448,4,UFC Fight Night 18 - Condit vs. Kampmann,2009-04-01,"Sommet Center, Nashville, Tennessee, United States",Tim Credeur,Nick Catone,win,loss,1804,23006,Submission,Guillotine Choke,Mario Yamasaki,2,3:45
9432,12,UFC 97 - Redemption,2009-04-18,"Bell Centre, Montreal, Quebec, Canada",Anderson Silva,Thales Leites,win,loss,1356,8593,Decision,Unanimous,Yves Lavigne,5,5:00
19068,6,UFC on FX - Guillard vs. Miller,2012-01-20,"Bridgestone Arena, Nashville, Tennessee, United States",Jorge Rivera,Eric Schafer,win,loss,2712,13275,TKO,Punches,Herb Dean,2,1:31
19068,5,UFC on FX - Guillard vs. Miller,2012-01-20,"Bridgestone Arena, Nashville, Tennessee, United States",Khabib Nurmagomedov,Kamal Shalorus,win,loss,56035,31151,Submission,Rear-Naked Choke,Mario Yamasaki,3,2:08
19068,4,UFC on FX - Guillard vs. Miller,2012-01-20,"Bridgestone Arena, Nashville, Tennessee, United States",Charlie Brenneman,Daniel Roberts,win,loss,23403,23999,Decision,Unanimous,Herb Dean,3,5:00
19068,3,UFC on FX - Guillard vs. Miller,2012-01-20,"Bridgestone Arena, Nashville, Tennessee, United States",Fabricio Camoes,Tommy Hayden,win,loss,2427,30943,Submission,Rear-Naked Choke,Josh Rosenthal,1,4:03
19068,2,UFC on FX - Guillard vs. Miller,2012-01-20,"Bridgestone Arena, Nashville, Tennessee, United States",Daniel Pineda,Pat Schilling,win,loss,21564,54054,Submission,Rear-Naked Choke,Mario Yamasaki,1,1:37
19068,1,UFC on FX - Guillard vs. Miller,2012-01-20,"Bridgestone Arena, Nashville, Tennessee, United States",Nick Denis,Joseph Sandoval,win,loss,19128,63897,KO,Elbows,Josh Rosenthal,1,0:22
19039,10,UFC on Fox 2 - Evans vs. Davis,2012-01-28,"United Center, Chicago, Illinois, United States",Rashad Evans,Phil Davis,win,loss,10200,27802,Decision,Unanimous,Herb Dean,5,5:00
19039,9,UFC on Fox 2 - Evans vs. Davis,2012-01-28,"United Center, Chicago, Illinois, United States",Chael Sonnen,Michael Bisping,win,loss,4112,10196,Decision,Unanimous,John McCarthy,3,5:00
19039,8,UFC on Fox 2 - Evans vs. Davis,2012-01-28,"United Center, Chicago, Illinois, United States",Chris Weidman,Demian Maia,win,loss,42804,14637,Decision,Unanimous,Herb Dean,3,5:00
19039,7,UFC on Fox 2 - Evans vs. Davis,2012-01-28,"United Center, Chicago, Illinois, United States",Evan Dunham,Nik Lentz,win,loss,22038,15058,TKO,Doctor Stoppage,John McCarthy,2,5:00
19039,6,UFC on Fox 2 - Evans vs. Davis,2012-01-28,"United Center, Chicago, Illinois, United States",Mike Russow,John Olav Einemo,win,loss,20552,2873,Decision,Unanimous,Herb Dean,3,5:00
19039,5,UFC on Fox 2 - Evans vs. Davis,2012-01-28,"United Center, Chicago, Illinois, United States",Cub Swanson,George Roop,win,loss,11002,16415,TKO,Punches,John McCarthy,2,2:22
19039,4,UFC on Fox 2 - Evans vs. Davis,2012-01-28,"United Center, Chicago, Illinois, United States",Charles Oliveira,Eric Wisely,win,loss,30300,25320,Submission,Calf Slicer,John McCarthy,1,1:43
19039,3,UFC on Fox 2 - Evans vs. Davis,2012-01-28,"United Center, Chicago, Illinois, United States",Michael Johnson,Shane Roller,win,loss,68788,24540,Decision,Unanimous,Herb Dean,3,5:00
19039,2,UFC on Fox 2 - Evans vs. Davis,2012-01-28,"United Center, Chicago, Illinois, United States",Lavar Johnson,Joey Beltran,win,loss,9511,21219,KO,Punches,Robert Madrigal,1,4:24
19039,1,UFC on Fox 2 - Evans vs. Davis,2012-01-28,"United Center, Chicago, Illinois, United States",Chris Camozzi,Dustin Jacoby,win,loss,17224,73825,Submission,Guillotine Choke,N/A,3,1:08
18945,11,UFC 143 - Diaz vs. Condit,2012-02-04,"Mandalay Bay Events Center, Las Vegas, Nevada, United States",Carlos Condit,Nick Diaz,win,loss,6765,2831,Decision,Unanimous,Steve Mazzagatti,5,5:00
18945,10,UFC 143 - Diaz vs. Condit,2012-02-04,"Mandalay Bay Events Center, Las Vegas, Nevada, United States",Fabricio Werdum,Roy Nelson,win,loss,8390,10249,Decision,Unanimous,Josh Rosenthal,3,5:00
18945,9,UFC 143 - Diaz vs. Condit,2012-02-04,"Mandalay Bay Events Center, Las Vegas, Nevada, United States",Josh Koscheck,Mike Pierce,win,loss,9418,25415,Decision,Split,Herb Dean,3,5:00
18945,8,UFC 143 - Diaz vs. Condit,2012-02-04,"Mandalay Bay Events Center, Las Vegas, Nevada, United States",Renan Barao,Scott Jorgensen,win,loss,23156,16852,Decision,Unanimous,Kim Winslow,3,5:00
18945,7,UFC 143 - Diaz vs. Condit,2012-02-04,"Mandalay Bay Events Center, Las Vegas, Nevada, United States",Ed Herman,Clifford Starks,win,loss,6561,56902,Submission,Rear-Naked Choke,Josh Rosenthal,2,1:43
18945,6,UFC 143 - Diaz vs. Condit,2012-02-04,"Mandalay Bay Events Center, Las Vegas, Nevada, United States",Dustin Poirier,Max Holloway,win,loss,50529,38671,Submission,Triangle Armbar,Steve Mazzagatti,1,3:23
18945,5,UFC 143 - Diaz vs. Condit,2012-02-04,"Mandalay Bay Events Center, Las Vegas, Nevada, United States",Edwin Figueroa,Alex Caceres,win,loss,22490,41586,Decision,Split,Herb Dean,3,5:00
18945,3,UFC 143 - Diaz vs. Condit,2012-02-04,"Mandalay Bay Events Center, Las Vegas, Nevada, United States",Matt Riddle,Henry Martinez,win,loss,34072,13237,Decision,Split,Herb Dean,3,5:00
18945,2,UFC 143 - Diaz vs. Condit,2012-02-04,"Mandalay Bay Events Center, Las Vegas, Nevada, United States",Rafael Natal,Michael Kuiper,win,loss,13968,42901,Decision,Unanimous,Steve Mazzagatti,3,5:00
18945,1,UFC 143 - Diaz vs. Condit,2012-02-04,"Mandalay Bay Events Center, Las Vegas, Nevada, United States",Stephen Thompson,Daniel Stittgen,win,loss,59608,42258,KO,Head Kick,Josh Rosenthal,1,4:13
19187,9,UFC on Fuel TV 1 - Sanchez vs. Ellenberger,2012-02-15,"Omaha Civic Auditorium, Omaha, Nebraska, United States",Jake Ellenberger,Diego Sanchez,win,loss,13068,4824,Decision,Unanimous,Dan Miragliotta,3,5:00
19187,8,UFC on Fuel TV 1 - Sanchez vs. Ellenberger,2012-02-15,"Omaha Civic Auditorium, Omaha, Nebraska, United States",Stefan Struve,Dave Herman,win,loss,15063,19720,TKO,Punches,Josh Rosenthal,2,3:52
19187,7,UFC on Fuel TV 1 - Sanchez vs. Ellenberger,2012-02-15,"Omaha Civic Auditorium, Omaha, Nebraska, United States",Ronny Markes,Aaron Simpson,win,loss,21175,24986,Decision,Split,Jim Axtell,3,5:00
19187,6,UFC on Fuel TV 1 - Sanchez vs. Ellenberger,2012-02-15,"Omaha Civic Auditorium, Omaha, Nebraska, United States",Stipe Miocic,Philip De Fries,win,loss,39537,46202,KO,Punches,Dan Miragliotta,1,0:43
19187,5,UFC on Fuel TV 1 - Sanchez vs. Ellenberger,2012-02-15,"Omaha Civic Auditorium, Omaha, Nebraska, United States",T.J. Dillashaw,Walel Watson,win,loss,62507,36403,Decision,Unanimous,Dan Miragliotta,3,5:00
1943,7,UFC 46 - Supernatural,2004-01-31,"Mandalay Bay Events Center, Las Vegas, Nevada, United States",B.J. Penn,Matt Hughes,win,loss,1307,232,Submission,Rear-Naked Choke,N/A,1,4:39
19187,4,UFC on Fuel TV 1 - Sanchez vs. Ellenberger,2012-02-15,"Omaha Civic Auditorium, Omaha, Nebraska, United States",Ivan Menjivar,John Albert,win,loss,993,43796,Submission,Rear-Naked Choke,Jim Axtell,1,3:45
19187,3,UFC on Fuel TV 1 - Sanchez vs. Ellenberger,2012-02-15,"Omaha Civic Auditorium, Omaha, Nebraska, United States",Jonathan Brookins,Vagner Rocha,win,loss,17316,43107,KO,Punches,Dan Miragliotta,1,1:32
19187,2,UFC on Fuel TV 1 - Sanchez vs. Ellenberger,2012-02-15,"Omaha Civic Auditorium, Omaha, Nebraska, United States",Justin Salas,Anton Kuivanen,win,loss,16180,14865,Decision,Unanimous,Mark Powell,3,5:00
19187,1,UFC on Fuel TV 1 - Sanchez vs. Ellenberger,2012-02-15,"Omaha Civic Auditorium, Omaha, Nebraska, United States",Tim Means,Bernardo Magalhaes,win,loss,11281,26495,Decision,Unanimous,Bo Nesslein,3,5:00
18347,12,UFC 144 - Edgar vs. Henderson,2012-02-26,"Saitama Super Arena, Saitama, Japan, Japan",Benson Henderson,Frankie Edgar,win,loss,20548,14204,Decision,Unanimous,Marc Goddard,5,5:00
18347,11,UFC 144 - Edgar vs. Henderson,2012-02-26,"Saitama Super Arena, Saitama, Japan, Japan",Ryan Bader,Quinton Jackson,win,loss,22858,348,Decision,Unanimous,Leon Roberts,3,5:00
18347,9,UFC 144 - Edgar vs. Henderson,2012-02-26,"Saitama Super Arena, Saitama, Japan, Japan",Jake Shields,Yoshihiro Akiyama,win,loss,502,11895,Decision,Unanimous,Marc Goddard,3,5:00
18347,8,UFC 144 - Edgar vs. Henderson,2012-02-26,"Saitama Super Arena, Saitama, Japan, Japan",Tim Boetsch,Yushin Okami,win,loss,19544,5569,TKO,Punches,Leon Roberts,3,0:54
18347,7,UFC 144 - Edgar vs. Henderson,2012-02-26,"Saitama Super Arena, Saitama, Japan, Japan",Hatsu Hioki,Bart Palaszewski,win,loss,5466,3496,Decision,Unanimous,Herb Dean,3,5:00
18347,6,UFC 144 - Edgar vs. Henderson,2012-02-26,"Saitama Super Arena, Saitama, Japan, Japan",Anthony Pettis,Joe Lauzon,win,loss,26627,4923,KO,Head Kick and Punches,Marc Goddard,1,1:21
18347,5,UFC 144 - Edgar vs. Henderson,2012-02-26,"Saitama Super Arena, Saitama, Japan, Japan",Takanori Gomi,Eiji Mitsuoka,win,loss,425,2235,TKO,Punches,Leon Roberts,2,2:21
18347,4,UFC 144 - Edgar vs. Henderson,2012-02-26,"Saitama Super Arena, Saitama, Japan, Japan",Vaughan Lee,Norifumi Yamamoto,win,loss,6946,1354,Submission,Armbar,Herb Dean,1,4:29
18347,3,UFC 144 - Edgar vs. Henderson,2012-02-26,"Saitama Super Arena, Saitama, Japan, Japan",Riki Fukuda,Steve Cantwell,win,loss,10229,12785,Decision,Unanimous,Marc Goddard,3,5:00
18347,2,UFC 144 - Edgar vs. Henderson,2012-02-26,"Saitama Super Arena, Saitama, Japan, Japan",Chris Cariaso,Takeya Mizugaki,win,loss,16467,12074,Decision,Unanimous,Leon Roberts,3,5:00
18347,1,UFC 144 - Edgar vs. Henderson,2012-02-26,"Saitama Super Arena, Saitama, Japan, Japan",Issei Tamura,Tiequan Zhang,win,loss,34371,16984,KO,Punch,Herb Dean,2,0:33
19379,11,UFC on FX 2 - Alves vs. Kampmann,2012-03-03,"Allphones Arena, Sydney, New South Wales, Australia",Martin Kampmann,Thiago Alves,win,loss,5344,5998,Submission,Guillotine Choke,Herb Dean,3,4:12
19379,10,UFC on FX 2 - Alves vs. Kampmann,2012-03-03,"Allphones Arena, Sydney, New South Wales, Australia",Joseph Benavidez,Yasuhiro Urushitani,win,loss,15008,1349,TKO,Punches,Steve Perceval,2,0:11
19379,9,UFC on FX 2 - Alves vs. Kampmann,2012-03-03,"Allphones Arena, Sydney, New South Wales, Australia",Demetrious Johnson,Ian McCall,draw,draw,45452,5001,Draw,Majority,Leon Roberts,3,5:00
19379,8,UFC on FX 2 - Alves vs. Kampmann,2012-03-03,"Allphones Arena, Sydney, New South Wales, Australia",Costas Philippou,Court McGee,win,loss,32432,34124,Decision,Unanimous,John Sharp,3,5:00
19379,7,UFC on FX 2 - Alves vs. Kampmann,2012-03-03,"Allphones Arena, Sydney, New South Wales, Australia",James Te Huna,Aaron Rosa,win,loss,9033,15129,TKO,Punches,Leon Roberts,1,2:08
19379,6,UFC on FX 2 - Alves vs. Kampmann,2012-03-03,"Allphones Arena, Sydney, New South Wales, Australia",Anthony Perosh,Nick Penner,win,loss,9491,23736,TKO,Punches and Elbows,John Sharp,1,4:59
19379,5,UFC on FX 2 - Alves vs. Kampmann,2012-03-03,"Allphones Arena, Sydney, New South Wales, Australia",Steven Siler,Cole Miller,win,loss,22537,13133,Decision,Unanimous,Steve Perceval,3,5:00
19379,4,UFC on FX 2 - Alves vs. Kampmann,2012-03-03,"Allphones Arena, Sydney, New South Wales, Australia",Andrew Craig,Kyle Noke,win,loss,63284,7632,Decision,Unanimous,Herb Dean,3,5:00
19379,3,UFC on FX 2 - Alves vs. Kampmann,2012-03-03,"Allphones Arena, Sydney, New South Wales, Australia",T.J. Waldburger,Jake Hecht,win,loss,15125,15759,Submission,Armbar,John Sharp,1,0:55
19379,2,UFC on FX 2 - Alves vs. Kampmann,2012-03-03,"Allphones Arena, Sydney, New South Wales, Australia",Daniel Pineda,Mackens Semerzier,win,loss,21564,38841,Submission,Triangle Armbar,Leon Roberts,1,2:06
19379,1,UFC on FX 2 - Alves vs. Kampmann,2012-03-03,"Allphones Arena, Sydney, New South Wales, Australia",Shawn Jordan,Oli Thompson,win,loss,45624,54543,TKO,Punches,Steve Perceval,2,1:07
19857,12,UFC on Fuel TV 2 - Gustafsson vs. Silva,2012-04-14,"Ericsson Globe Arena, Stockholm, Sweden, Sweden",Alexander Gustafsson,Thiago Silva,win,loss,26162,14396,Decision,Unanimous,Leon Roberts,3,5:00
19857,11,UFC on Fuel TV 2 - Gustafsson vs. Silva,2012-04-14,"Ericsson Globe Arena, Stockholm, Sweden, Sweden",Brian Stann,Alessio Sakara,win,loss,14829,5366,KO,Punches,Marc Goddard,1,2:26
19857,10,UFC on Fuel TV 2 - Gustafsson vs. Silva,2012-04-14,"Ericsson Globe Arena, Stockholm, Sweden, Sweden",Siyar Bahadurzada,Paulo Thiago,win,loss,5453,13336,KO,Punch,Leon Roberts,1,0:42
19857,9,UFC on Fuel TV 2 - Gustafsson vs. Silva,2012-04-14,"Ericsson Globe Arena, Stockholm, Sweden, Sweden",Dennis Siver,Diego Nunes,win,loss,9817,25981,Decision,Unanimous,Marc Goddard,3,5:00
19857,8,UFC on Fuel TV 2 - Gustafsson vs. Silva,2012-04-14,"Ericsson Globe Arena, Stockholm, Sweden, Sweden",John Maguire,DaMarques Johnson,win,loss,15574,12913,Submission,Armbar,Kristian Hacklou,2,4:40
19857,7,UFC on Fuel TV 2 - Gustafsson vs. Silva,2012-04-14,"Ericsson Globe Arena, Stockholm, Sweden, Sweden",Brad Pickett,Damacio Page,win,loss,11743,12158,Submission,Rear-Naked Choke,Marko Gyllenland,2,4:05
20355,6,UFC 148 - Silva vs. Sonnen 2,2012-07-07,"MGM Grand Garden Arena, Las Vegas, Nevada, United States",Mike Easton,Ivan Menjivar,win,loss,9626,993,Decision,Unanimous,Josh Rosenthal,3,5:00
19857,6,UFC on Fuel TV 2 - Gustafsson vs. Silva,2012-04-14,"Ericsson Globe Arena, Stockholm, Sweden, Sweden",James Head,Papy Abedi,win,loss,23253,20812,Submission,Rear-Naked Choke,Robert Sundel,1,4:33
19857,4,UFC on Fuel TV 2 - Gustafsson vs. Silva,2012-04-14,"Ericsson Globe Arena, Stockholm, Sweden, Sweden",Francis Carmont,Magnus Cedenblad,win,loss,9798,22137,Submission,Rear-Naked Choke,Kristian Hacklou,2,1:42
19857,3,UFC on Fuel TV 2 - Gustafsson vs. Silva,2012-04-14,"Ericsson Globe Arena, Stockholm, Sweden, Sweden",Reza Madadi,Yoislandy Izquierdo,win,loss,18921,64716,Submission,Guillotine Choke,Marko Gyllenland,2,1:28
19857,2,UFC on Fuel TV 2 - Gustafsson vs. Silva,2012-04-14,"Ericsson Globe Arena, Stockholm, Sweden, Sweden",Simeon Thoresen,Besam Yousef,win,loss,19977,32445,Submission,Rear-Naked Choke,Marc Goddard,2,2:36
19857,1,UFC on Fuel TV 2 - Gustafsson vs. Silva,2012-04-14,"Ericsson Globe Arena, Stockholm, Sweden, Sweden",Jason Young,Eric Wisely,win,loss,17758,25320,Decision,Unanimous,Robert Sundel,3,5:00
20031,11,UFC 145 - Jones vs. Evans,2012-04-21,"Phillips Arena, Atlanta, Georgia, United States",Rory MacDonald,Che Mills,win,loss,14018,8800,TKO,Punches,Mario Yamasaki,2,2:20
20031,10,UFC 145 - Jones vs. Evans,2012-04-21,"Phillips Arena, Atlanta, Georgia, United States",Ben Rothwell,Brendan Schaub,win,loss,2262,33926,KO,Punches,Herb Dean,1,1:10
20031,9,UFC 145 - Jones vs. Evans,2012-04-21,"Phillips Arena, Atlanta, Georgia, United States",Michael McDonald,Miguel Torres,win,loss,30297,3006,KO,Punches,Herb Dean,1,3:18
20031,8,UFC 145 - Jones vs. Evans,2012-04-21,"Phillips Arena, Atlanta, Georgia, United States",Eddie Yagin,Mark Hominick,win,loss,2825,4728,Decision,Split,Mario Yamasaki,3,5:00
20031,7,UFC 145 - Jones vs. Evans,2012-04-21,"Phillips Arena, Atlanta, Georgia, United States",Mark Bocek,John Alessio,win,loss,9781,259,Decision,Unanimous,Blake Grice,3,5:00
20031,6,UFC 145 - Jones vs. Evans,2012-04-21,"Phillips Arena, Atlanta, Georgia, United States",Travis Browne,Chad Griggs,win,loss,16785,15932,Submission,Arm-Triangle Choke,Mario Yamasaki,1,2:29
20031,5,UFC 145 - Jones vs. Evans,2012-04-21,"Phillips Arena, Atlanta, Georgia, United States",Matt Brown,Stephen Thompson,win,loss,14310,59608,Decision,Unanimous,Fernando Yamasaki,3,5:00
20031,4,UFC 145 - Jones vs. Evans,2012-04-21,"Phillips Arena, Atlanta, Georgia, United States",Anthony Njokuani,John Makdessi,win,loss,7540,37402,Decision,Unanimous,Herb Dean,3,5:00
20031,3,UFC 145 - Jones vs. Evans,2012-04-21,"Phillips Arena, Atlanta, Georgia, United States",Mac Danzig,Efrain Escudero,win,loss,3396,16555,Decision,Unanimous,Blake Grice,3,5:00
20031,2,UFC 145 - Jones vs. Evans,2012-04-21,"Phillips Arena, Atlanta, Georgia, United States",Chris Clements,Keith Wisniewski,win,loss,13469,2095,Decision,Split,Fernando Yamasaki,3,5:00
20031,1,UFC 145 - Jones vs. Evans,2012-04-21,"Phillips Arena, Atlanta, Georgia, United States",Marcus Brimage,Maximo Blanco,win,loss,21618,36618,Decision,Split,Will Fisher,3,5:00
20039,12,UFC on Fox 3 - Diaz vs. Miller,2012-05-05,"Izod Center, East Rutherford, New Jersey, United States",Nate Diaz,Jim Miller,win,loss,11451,14463,Submission,Guillotine Choke,Keith Peterson,2,4:09
20039,11,UFC on Fox 3 - Diaz vs. Miller,2012-05-05,"Izod Center, East Rutherford, New Jersey, United States",Johny Hendricks,Josh Koscheck,win,loss,24539,9418,Decision,Split,Kevin Mulhall,3,5:00
20039,10,UFC on Fox 3 - Diaz vs. Miller,2012-05-05,"Izod Center, East Rutherford, New Jersey, United States",Alan Belcher,Rousimar Palhares,win,loss,10967,16286,TKO,Punches and Elbows,Dan Miragliotta,1,4:18
20039,9,UFC on Fox 3 - Diaz vs. Miller,2012-05-05,"Izod Center, East Rutherford, New Jersey, United States",Lavar Johnson,Pat Barry,win,loss,9511,33342,TKO,Punches,Dan Miragliotta,1,4:38
20039,4,UFC on Fox 3 - Diaz vs. Miller,2012-05-05,"Izod Center, East Rutherford, New Jersey, United States",Danny Castillo,John Cholish,win,loss,26070,35867,Decision,Unanimous,Kevin Mulhall,3,5:00
20039,3,UFC on Fox 3 - Diaz vs. Miller,2012-05-05,"Izod Center, East Rutherford, New Jersey, United States",Dennis Bermudez,Pablo Garza,win,loss,58065,35448,Decision,Unanimous,Kevin Mulhall,3,5:00
20039,2,UFC on Fox 3 - Diaz vs. Miller,2012-05-05,"Izod Center, East Rutherford, New Jersey, United States",Roland Delorme,Nick Denis,win,loss,37351,19128,Submission,Rear-Naked Choke,Keith Peterson,1,4:59
20039,1,UFC on Fox 3 - Diaz vs. Miller,2012-05-05,"Izod Center, East Rutherford, New Jersey, United States",Karlos Vemola,Mike Massenzio,win,loss,40238,12852,Submission,Rear-Naked Choke,Dan Miragliotta,2,1:07
20203,11,UFC on Fuel TV 3 - Korean Zombie vs. Poirier,2012-05-15,"Patriot Center, Fairfax, Virginia, United States",Amir Sadollah,Jorge Lopez,win,loss,34071,23271,Decision,Split,Keith Peterson,3,5:00
20203,10,UFC on Fuel TV 3 - Korean Zombie vs. Poirier,2012-05-15,"Patriot Center, Fairfax, Virginia, United States",Donald Cerrone,Jeremy Stephens,win,loss,15105,12179,Decision,Unanimous,Mario Yamasaki,3,5:00
20203,9,UFC on Fuel TV 3 - Korean Zombie vs. Poirier,2012-05-15,"Patriot Center, Fairfax, Virginia, United States",Yves Jabouin,Jeff Hougland,win,loss,1693,4870,Decision,Unanimous,Todd McGovern,3,5:00
20203,8,UFC on Fuel TV 3 - Korean Zombie vs. Poirier,2012-05-15,"Patriot Center, Fairfax, Virginia, United States",Igor Pokrajac,Fabio Maldonado,win,loss,7621,16426,Decision,Unanimous,Dan Miragliotta,3,5:00
