fid,name,dob,height_inches,weight_lbs,association,division,country,reach_inches,strike_offense_per_min,strike_offense_accuracy,strike_defense_per_min,strike_defense_accuracy,takedowns_per_fight,takedowns_accuracy,takedowns_defense,submissions_per_fight,wins,losses,draws,total_fights,win_pct,finish_pct
89761,Sultan Aliev,1984-09-17,72,170,Champion,Middleweight,Russia,74,1.3,57,2.03,58,1.69,66,100,0,0,1,0,1,0,0
91121,Cortney Casey,1987-05-05,62,115,Freak Animal Fitness,Strawweight,United States,67,3.78,43,3.91,51,0.58,66,23,0.3,0,2,0,2,0,0
91565,Peggy Morgan,1979-12-06,73,135,Triumph MMA,Bantamweight,United States,,,,,,,,,,0,1,0,1,0,0
92415,Teemu Packalen,1987-05-22,73,155,Finnfighters Gym,Lightweight,Finland,72,2.66,56,2.79,50,2.92,27,100,1.9,0,1,0,1,0,0
93683,Justin Jones,1987-09-06,71,205,Victory MMA,Heavyweight,United States,78,1.7,36,3.17,45,1,15,46,0.5,0,2,0,2,0,0
93863,Dave Galera,1978-01-12,71,135,Lakay MMA,Bantamweight,Philippines,,1.67,69,0.53,33,0,0,14,2,0,1,0,1,0,0
98419,Ericka Almeida,1989-03-05,66,115,Team Nogueira,Strawweight,Brazil,68,1.07,39,3.33,43,0.5,33,37,0,0,2,0,2,0,0
100921,Vernon Ramos,1992-06-03,69,170,507 BJJ,Welterweight,Panama,72,4,25,8,55,0,0,0,0,0,1,0,1,0,0
101117,Chris Heatherly,1987-11-24,68,155,Fit or Fight,Welterweight,United States,68,1.08,45,2.67,52,3.39,50,100,0.7,0,2,0,2,0,0
103497,Roldan Sangcha-an,1990-12-04,64,125,Lakay MMA,Flyweight,Philippines,65,2.71,46,2.15,51,1.94,60,68,0,0,2,0,2,0,0
108499,Guilherme Vasconcelos,1986-03-23,72,185,BH Rhinos,Welterweight,Brazil,74,3.27,29,4.4,70,0,0,0,0,0,1,0,1,0,0
1303,Steve Berger,1973-05-20,70,170,Berger MMA,Welterweight,United States,,1,27,3.26,36,0.84,40,16,1.7,0,2,0,2,0,0
1354,Norifumi Yamamoto,1977-03-15,64,135,Krazy Bee,Bantamweight,Japan,66,2.09,45,2.01,57,0.41,22,45,0,0,3,0,3,0,0
122349,Izabela Badurek,1991-07-11,64,115,WCA Fight Team,Strawweight,Poland,,3.74,71,4.9,32,1.75,12,100,0,0,1,0,1,0,0
123973,Bentley Syler,1982-12-22,64,125,American Top Team,Flyweight,Bolivia,68,1.3,18,1.73,79,0,0,75,0,0,1,0,1,0,0
138127,Joe Merritt,1984-03-07,72,170,Millennia MMA,Welterweight,United States,73,1.53,58,0.73,66,0,0,68,0,0,1,0,1,0,0
144115,Larissa Pacheco,1994-09-07,68,135,JB Jiu-Jitsu Team,Bantamweight,Brazil,69,1.21,19,4.14,55,0,0,0,0,0,2,0,2,0,0
146377,Chris de la Rocha,1979-05-15,75,250,,Heavyweight,United States,80,4.07,36,7.44,46,0,0,0,0,0,1,0,1,0,0
160663,Augusto Mendes,1983-03-03,66,135,Soul Fighters BJJ,Bantamweight,Brazil,65,2.75,36,2.64,65,3.11,44,100,0,0,1,0,1,0,0
172645,Alex Torres,1988-05-29,70,145,Octagon MMA Colombia,Featherweight,Colombia,70,2.47,37,2.73,69,2,22,50,0,0,1,0,1,0,0
172941,Horacio Gutierrez,1990-09-15,70,145,Chicago Fight Team,Featherweight,Mexico,69,0.86,26,2.91,46,0,0,50,0,0,1,0,1,0,0
296,Vernon White,1971-12-03,72,205,Lion's Den,Light Heavyweight,United States,,2.11,38,2.2,54,0.88,28,44,0,0,1,1,2,0,0
511,Javier Vazquez,1977-07-16,67,145,Gracie Jiu-Jitsu,Featherweight,United States,69,2.43,36,1.99,72,2.56,52,57,1.5,1,0,0,1,100,0
15962,Ryan Hall,1985-02-22,70,145,50,Featherweight,United States,71,2.3,43,0.47,73,0.5,20,0,0.5,1,0,0,1,100,0
43885,Milana Dudieva,1989-04-08,65,136,Peresvet FT,Bantamweight,Russia,,,,,,,,,,1,1,0,2,50,0
25830,Claudio Henrique da Silva,1982-09-06,71,185,London Shootfighters,Middleweight,Brazil,,,,,,,,,,2,0,0,2,100,0
26808,Shamil Abdurakhimov,1981-09-02,75,235,Peresvet FT,Heavyweight,Russia,76,2.48,45,2.5,58,1.4,22,77,0.3,1,0,0,1,100,0
184,LaVerne Clark,1973-12-02,71,170,Miletich Martial Arts,Middleweight,United States,,0,0,0,0,0,0,0,0,1,1,0,2,50,0
198,Mike Van Arsdale,1965-06-20,74,205,,Light Heavyweight,United States,,1.52,41,1.91,41,1.06,14,37,0,1,2,0,3,33,0
8753,Phil Harris,1983-04-09,65,125,Gym01,Flyweight,England,,,,,,,,,,1,3,0,4,25,0
217,Ron Waterman,1965-11-23,74,280,Colorado Stars,Heavyweight,United States,,0.84,50,1.37,42,4.19,69,50,2.8,1,1,1,3,33,0
30304,Maiquel Falcao,1981-03-08,71,185,Independent,Middleweight,Brazil,,1.67,55,0.53,86,1,100,71,3,1,0,0,1,100,0
339,Marvin Eastman,1971-06-08,69,185,J-Sect MMA,N/A,United States,73,2.21,35,3.92,42,1.38,33,81,0,1,4,0,5,20,0
502,Jake Shields,1979-01-09,72,170,Cesar Gracie Fight Team,Welterweight,United States,72,2.45,36,1.8,56,2.83,29,35,1.2,4,3,0,7,57,0
573,Sean Pierson,1976-03-10,73,170,Tap Star,Welterweight,Canada,76,3.84,39,3.73,64,0.39,18,66,0.4,4,2,0,6,67,0
615,Dave Strasser,1969-07-13,70,170,Freestyle Academy,Welterweight,United States,,3.04,45,1.88,59,0.72,33,33,0,1,1,0,2,50,0
930,Justin McCully,1976-02-18,74,225,Team Punishment,Heavyweight,United States,73,1.58,37,2.02,46,1.28,44,43,0,2,2,0,4,50,0
935,Denis Kang,1977-09-17,71,185,American Top Team,Middleweight,Canada,77,2.27,35,1.65,67,2.51,65,38,1.2,1,2,0,3,33,0
1567,Aaron Riley,1980-12-09,69,155,Jackson-Wink MMA,Lightweight,United States,69,3.45,34,3.78,61,1.18,34,60,0.1,3,6,0,9,33,0
36924,Chris Gruetzemacher,1986-06-16,67,155,MMA Lab,Featherweight,United States,68,5.95,58,5.22,52,0,0,69,0,1,0,0,1,100,0
1693,Yves Jabouin,1979-05-30,66,135,Tristar Gym,Bantamweight,Canada,68,3.06,41,2.93,62,1.94,60,82,0.1,5,5,0,10,50,0
1831,Ryo Chonan,1976-10-08,69,170,Tribe Tokyo MMA,Welterweight,Japan,70,2.57,43,2.25,60,0.61,41,39,0.3,1,3,0,4,25,0
2294,Benji Radach,1979-04-05,70,185,Reign MMA,Middleweight,United States,,2.62,49,2.31,51,1.06,41,71,0.4,1,1,0,2,50,0
2575,Kuniyoshi Hironaka,1976-06-17,70,168,Master Japan,Lightweight,Japan,70,1.98,40,3.01,54,1.91,30,25,0.6,1,3,0,4,25,0
2825,Eddie Yagin,1979-03-23,66,145,Kong Submission Academy,Featherweight,United States,,3.13,30,5.77,42,0,0,62,1,1,1,0,2,50,0
3006,Miguel Torres,1981-01-18,69,135,Tristar Gym,Featherweight,United States,76,3.98,43,1.86,74,0,0,17,1.6,2,2,0,4,50,0
8269,Crafton Wallace,1972-04-15,72,184,Inferno MMA,Middleweight,United States,,,,,,,,,,0,2,0,2,0,0
37681,Jose Maria Tome,1982-01-04,65,125,Team Nogueira,Flyweight,Brazil,,,,,,,,,,0,2,0,2,0,0
3530,Cristiano Marcello,1977-12-03,70,155,CM System,Lightweight,Brazil,72,2.56,33,3.61,58,0.44,11,20,0.9,1,3,0,4,25,0
40285,Marco Beltran,1986-05-18,68,135,Top Brother Mexico,Welterweight,Mexico,69,2.12,40,1.76,60,0.76,40,37,0.4,2,0,0,2,100,0
40308,Erick Montano,1985-11-19,72,170,Bonebreakers Team,Welterweight,Mexico,73,2.79,44,2.06,64,2.29,36,66,0,1,0,0,1,100,0
4015,Michael Guymon,1974-09-17,72,155,Joker's MMA,Lightweight,United States,,,,,,,,,,1,3,0,4,25,0
4025,Jorge Gurgel,1977-01-25,69,155,Team Jorge Gurgel,Lightweight,United States,69,3.37,32,3.62,62,0.81,23,60,0.5,3,4,0,7,43,0
4095,Renato Verissimo,1973-08-03,73,170,BJ Penn's MMA,Welterweight,United States,,0.92,48,1.87,47,1.46,30,50,2.5,1,2,0,3,33,0
4870,Jeff Hougland,1978-08-02,69,135,Combat Sport and Fitness,Bantamweight,United States,68,1.86,48,3.46,47,0.86,18,0,1.1,1,2,0,3,33,0
9,John Marsh,1970-09-15,72,265,Team Neutral Grounds,Heavyweight,United States,,0.83,42,2.23,40,0.43,100,54,0.4,0,1,0,1,0,0
19,Royce Gracie,1966-12-12,72,175,Gracie Humaita,Middleweight,Brazil,,0.88,41,1.13,37,0,0,66,0.8,0,1,0,1,0,0
52,Dan Severn,1958-06-08,74,250,The Beast Academy,Heavyweight,United States,,0,0,0,0,0,0,0,0,0,1,0,1,0,0
64,Chris Brennan,1971-10-12,68,170,Next Generation,Lightweight,United States,,0.6,40,0.97,50,0,0,25,2.1,0,1,0,1,0,0
67,Kit Cope,1977-03-17,72,170,Twisted Genetiks,Welterweight,United States,,1.18,52,2.12,35,0,0,50,3.5,0,1,0,1,0,0
81,David Dodd,1973-09-22,74,200,Arizona Combat Sports,Light Heavyweight,United States,,0,0,0,0,0,0,0,0,0,2,0,2,0,0
85,Romie Aram,1977-12-02,70,170,Millennia MMA,Welterweight,United States,,1.8,35,2.83,50,2.5,62,83,0,0,1,0,1,0,0
223,Tim Lajcik,1965-06-21,73,225,Gladiators Training Academy,Heavyweight,United States,,0,0,0,0,0,0,0,0,0,2,1,3,0,0
88,Tiki Ghosn,1977-02-09,70,170,,Welterweight,United States,,2.78,46,2.94,58,0.41,50,61,0,0,3,0,3,0,0
120,Marco Ruas,1961-01-23,73,210,Ruas Vale Tudo,Heavyweight,Brazil,,0,0,0,0,0,0,0,0,0,1,0,1,0,0
142,Roberto Traven,1968-09-16,75,227,Alliance Team,Heavyweight,Brazil,,0.92,50,2.77,57,0,0,0,0,0,1,0,1,0,0
157,Tra Telligman,1965-02-07,74,233,Lion's Den,Heavyweight,United States,,1.83,35,3.02,56,0.87,100,80,0,0,2,0,2,0,0
182,Yoji Anjo,1970-12-31,71,198,Team Kingdom,Light Heavyweight,Japan,,,,,,,,,,0,2,0,2,0,0
201,Pete Williams,1975-07-10,75,235,Lion's Den,Heavyweight,USA,,0.61,62,2.77,40,1.84,40,16,0.9,0,3,0,3,0,0
226,Daiju Takase,1978-04-20,72,170,IamI,Middleweight,Japan,,0.49,30,1.64,47,0.84,17,21,1.2,0,2,0,2,0,0
236,Kenichi Yamamoto,1976-07-11,71,170,Power of Dream,Middleweight,Japan,,0.3,46,1.93,38,0,0,10,0.3,0,1,0,1,0,0
5432,Ivan Jorge,1980-11-07,70,155,Team Tavares,Lightweight,Brazil,73,3.41,49,2.91,59,1.56,16,75,0.6,2,2,0,4,50,0
5466,Hatsu Hioki,1983-07-18,71,145,Alive,Featherweight,Japan,70,2.42,42,2.12,65,2.55,56,54,0.6,3,5,0,8,38,0
5615,Kajan Johnson,1984-04-21,71,155,Tristar Gym,Lightweight,Canada,75,2.52,43,1.79,64,2.5,35,81,0.4,2,1,0,3,67,0
5639,Tom Niinimaki,1982-07-25,69,145,Finnfighters Gym,Featherweight,Finland,69,1.91,54,2.31,58,2.97,46,33,0.5,1,2,0,3,33,0
33531,Jared Papazian,1988-02-01,68,135,Team Hayastan,Bantamweight,United States,67,3.33,39,3.81,44,0,0,50,0,0,3,0,3,0,0
45384,Valentina Shevchenko,1988-03-07,65,135,Tiger Muay Thai,Bantamweight,Peru,67,2.48,51,2.28,60,2.33,52,73,0.2,1,0,0,1,100,0
5778,Nam Phan,1983-03-13,66,135,Nam Phan MMA Academy,Featherweight,United States,70,4.52,37,6.55,59,0.18,18,60,0.2,2,6,0,8,25,0
6767,Carlo Prater,1981-06-25,72,155,Prater MMA,Lightweight,Brazil,72,2.03,47,4.07,35,0.43,9,57,1.7,1,2,0,3,33,0
7018,John Gunderson,1979-01-05,69,155,Syndicate MMA,Featherweight,United States,69,1.04,27,1.71,58,1.67,33,11,2,1,2,0,3,33,0
7124,Nick Thompson,1981-06-23,73,170,Minnesota Martial Arts Academy,Welterweight,United States,74,1.87,42,1.8,49,1.06,100,35,2.6,1,1,0,2,50,0
8180,Isaac Vallie-Flagg,1978-04-08,68,155,Jackson-Wink MMA,Welterweight,United States,68,5.56,47,5.6,45,0.2,12,58,0,1,3,0,4,25,0
8396,Nate Mohr,1983-03-03,69,155,Team Curran,Lightweight,United States,72,3.79,41,2.5,74,0.45,50,71,0,1,3,0,4,25,0
40356,Masio Fullen,1987-10-06,70,145,Alliance MMA,Featherweight,Mexico,,,,,,,,,,1,2,0,3,33,0
9265,Eddie Alvarez,1984-01-11,70,155,Blackzilians,Lightweight,United States,69,3.43,42,3.28,59,3.58,38,92,0.5,2,1,0,3,67,0
9281,Chris Wilson,1977-06-07,73,170,CW Combat Sports,Lightweight,Brazil,75,2.32,50,1.36,55,1.31,50,60,1.6,1,3,0,4,25,0
10229,Riki Fukuda,1981-01-06,72,185,Grabaka,Middleweight,Japan,73,4.24,43,3.71,64,2.17,43,70,0,1,3,0,4,25,0
10380,Junior Assuncao,1981-06-24,69,145,Ascension MMA,Featherweight,Brazil,72,3.31,62,2.06,44,2.43,24,66,0.7,1,3,0,4,25,0
10669,Chris Tuchscherer,1975-09-08,74,258,Academy of Combat Arts,Heavyweight,United States,76,1.35,31,3.17,47,1.19,18,0,0.6,1,3,0,4,25,0
11895,Yoshihiro Akiyama,1975-07-29,70,170,Jackson-Wink MMA,Welterweight,Japan,73,3.1,41,3.62,57,2.29,67,92,1,2,5,0,7,29,0
10003,Joshua Burkman,1980-10-04,70,155,The Pit Elevated Fight Team,Lightweight,United States,,,,,,,,,,6,7,0,13,46,33
12212,Alvin Robinson,1982-07-16,69,155,Grudge Training Center,Featherweight,United States,68,1.57,50,1.29,51,1.24,50,25,1.2,1,3,0,4,25,0
12855,Carmelo Marrero,1981-01-26,74,205,American Top Team,Heavyweight,United States,73,0.84,34,2.04,54,3.21,36,36,0.9,1,3,0,4,25,0
13005,Michihiro Omigawa,1975-12-19,66,145,Neo Judo Academy,Featherweight,Japan,68,2.01,39,3.06,64,1.19,36,49,1.5,1,6,0,7,14,0
13237,Henry Martinez,1983-08-07,67,155,Team Irish,Lightweight,United States,68,2.79,25,4.01,60,0,0,80,0,1,2,0,3,33,0
13767,Masanori Kanehara,1982-11-18,67,135,Alpha,Bantamweight,Japan,,,,,,,,,,1,2,0,3,33,0
13793,Ian Loveland,1983-09-07,68,145,Sports Lab,Bantamweight,United States,,2.71,40,2.36,64,1,37,69,0.3,1,2,0,3,33,0
14173,Joe Ellenberger,1985-03-28,68,155,Premier Combat Center,Lightweight,United States,72,1.62,47,3.45,48,3.17,40,0,1.1,1,1,0,2,50,0
11483,David Heath,1976-10-02,71,203,Absolute Combat Alliance,Light Heavyweight,United States,,,,,,,,,,1,3,0,4,25,0
14539,Matt Grice,1981-07-29,68,145,R-1 MMA,Featherweight,United States,70,4.09,53,2.69,56,2.19,37,82,0.5,2,5,0,7,29,0
14702,Francimar Barroso,1980-02-29,73,205,Nova Uniao,Light Heavyweight,Brazil,,,,,,,,,,3,1,0,4,75,0
14825,Hans Stringer,1987-07-06,74,205,Blackzilians,Light Heavyweight,Netherlands,73,3.16,61,2.84,41,2.4,36,62,0,1,2,0,3,33,0
14865,Anton Kuivanen,1984-05-01,69,155,Primus Fight Team,Lightweight,Finland,72,2.27,38,1.63,67,1.2,100,71,0.4,1,2,0,3,33,0
26160,Nicholas Musoke,1986-04-05,72,170,Allstars Training Center,Welterweight,Sweden,,,,,,,,,,3,2,0,5,60,33
63608,Nicolas Dalby,1984-11-16,71,170,Rumble Sports,Welterweight,Denmark,74,3.27,38,3.33,55,2,50,69,0,1,0,1,2,50,0
64894,Alex Morono,1990-08-16,71,170,Gracie Barra Woodlands,Welterweight,United States,72,4.98,45,3.2,63,0,0,75,0.4,1,0,0,1,100,0
64989,Michael Graves,1991-01-08,70,170,American Top Team,Welterweight,United States,71,1.25,54,1.47,58,4.8,52,66,0.4,1,0,0,1,100,0
67098,Justine Kish,1988-04-13,65,115,Black House,Strawweight,United States,64,4.1,50,4.53,53,2,36,50,0.5,1,0,0,1,100,0
67132,Heather Clark,1980-09-19,66,115,Syndicate MMA,Strawweight,United States,,,,,,,,,,1,0,0,1,100,0
15148,George Sullivan,1981-03-13,72,170,Pellegrino MMA,Welterweight,United States,73,3.82,40,2.45,58,1.36,21,35,0.8,2,2,0,4,50,0
15720,Luke Zachrich,1981-10-01,74,185,Ronin Training Center,Middleweight,United States,,,,,,,,,,1,2,0,3,33,0
16777,Danny Martinez,1985-06-14,65,125,Alliance MMA,Bantamweight,United States,67,2.73,28,3.77,63,3,45,36,0,1,3,0,4,25,0
69513,Guido Cannetti,1979-12-19,66,135,Muay Thai Goa,Bantamweight,Argentina,68,3.08,54,2.07,55,3.45,55,93,0,1,0,0,1,100,0
71442,Julian Erosa,1989-07-31,72,145,Yakima MMA,Featherweight,United States,75,3.74,50,3.84,53,2.19,75,75,1.5,1,0,0,1,100,0
16830,David Mitchell,1979-10-24,72,170,Team Alpha Male,Middleweight,United States,76,1.74,32,2.06,55,0.66,50,29,2,1,4,0,5,20,0
17758,Jason Young,1986-06-28,69,145,American Top Team,Featherweight,England,73,2.97,37,3.2,50,1.98,66,55,0,1,3,0,4,25,0
18744,Waylon Lowe,1980-10-31,67,145,,Welterweight,United States,,1.88,55,2.4,53,4.47,55,83,0.3,2,2,0,4,50,0
111777,Leonardo Morales,1992-12-22,71,135,Gladiadores MMA,N/A,Nicaragua,68,2.05,47,2.05,58,0,0,62,0,0,1,0,1,0,0
113687,Alexis Dufresne,1990-08-31,69,135,Team Quest,Featherweight,United States,68,1.33,27,3.33,60,1.5,50,50,0,0,2,0,2,0,0
19080,Greg Soto,1986-06-03,71,170,Pellegrino MMA,Welterweight,United States,73,3.21,63,2.61,52,1.49,27,44,1,1,2,0,3,33,0
19789,Hacran Dias,1984-05-16,68,145,Nova Uniao,Featherweight,Brazil,,,,,,,,,,3,2,0,5,60,0
20277,Marcelo Guimaraes,1983-06-25,72,185,Caveira Team,Middleweight,Brazil,73,4.67,51,4.41,62,1.99,13,0,0,2,1,0,3,67,0
74434,Ruslan Magomedov,1986-11-26,75,242,Fight Club Berkut,Heavyweight,Russia,78,4.02,47,1.47,66,0.33,100,88,0,3,0,0,3,100,0
78384,Andrew Holbrook,1986-02-06,71,155,Indy Boxing & Grappling,Lightweight,United States,70,1.7,54,1.86,57,0.98,40,10,2.5,1,0,0,1,100,0
20522,Zach Makovsky,1982-06-30,64,125,Philadelphia Fight Factory,Flyweight,United States,,,,,,,,,,3,3,0,6,50,0
20744,Shamar Bailey,1982-09-22,68,155,Sparta Indy,Welterweight,United States,75,1.56,20,3.91,69,1.5,33,37,0,1,2,0,3,33,0
20812,Papy Abedi,1978-06-30,71,185,Allstars Training Center,Welterweight,Sweden,74,2.8,55,3.15,48,3.47,57,50,1.3,1,3,0,4,25,0
21131,Clay Harvison,1980-09-25,73,170,Madhouse Training,Welterweight,United States,74,3.29,48,3.91,58,0.66,100,68,1.3,1,2,0,3,33,0
21175,Ronny Markes,1988-04-21,73,185,Nova Uniao Kimura,Light Heavyweight,Brazil,75,2.17,53,2.43,45,3.13,40,100,0.5,3,2,0,5,60,0
21246,Seo Hee Ham,1987-03-08,62,115,CMA Korea,Strawweight,South Korea,,,,,,,,,,1,1,0,2,50,0
21247,Jessica Penne,1983-01-30,65,115,Alliance MMA,Strawweight,United States,,,,,,,,,,1,1,0,2,50,0
21446,Sirwan Kakai,1989-10-03,66,135,GBG MMA,Bantamweight,Sweden,66,3.57,41,4.63,62,4,42,83,0,1,1,0,2,50,0
21798,Richie Vaculik,1983-06-19,66,125,TP Fight Team,Flyweight,Australia,69,3.69,46,4.09,57,3,45,31,1,1,3,0,4,25,0
21851,Valerie Letourneau,1983-04-29,67,115,American Top Team,Strawweight,Canada,68,4.51,37,5.4,58,0.77,45,66,0.3,3,1,0,4,75,0
117453,Kelly Faszholz,1985-04-09,68,135,Nor-Cal Fighting Alliance,Featherweight,United States,67,4.01,48,3.61,52,0,0,44,0,0,1,0,1,0,0
120663,Dashon Johnson,1988-01-25,69,145,Team Xplode MMA,Lightweight,United States,70,1.01,69,3.83,35,0.85,33,63,0.8,0,2,0,2,0,0
265,Bobby Hoffman,1966-10-28,74,245,Universal Grappling Academy,Heavyweight,United States,,,,,,,,,,0,2,0,2,0,0
269,Alex Stiebling,1976-12-26,74,195,Integrated Fighting Academy,Light Heavyweight,United States,,,,,,,,,,0,1,0,1,0,0
271,Aaron Brink,1974-11-12,75,205,,Light Heavyweight,United States,,3.49,42,5.71,57,0,0,0,0,0,1,0,1,0,0
279,Curtis Stout,1973-11-07,73,185,,Middleweight,USA,,0.69,67,3.2,29,0,0,20,0,0,2,0,2,0,0
282,Phil Johns,1970-12-31,62,160,Silverbacks Vale Tudo,Welterweight,United States,,,,,,,,,,0,1,0,1,0,0
290,Renzo Gracie,1967-03-11,70,185,Renzo Gracie Jiu-Jitsu,Welterweight,Brazil,,1.71,41,1.67,55,1.13,20,40,0.8,0,1,0,1,0,0
323,Gilbert Yvel,1976-06-30,74,225,Throwdown,Light Heavyweight,Netherlands,77,1.05,47,1.78,50,0,0,25,1,0,3,0,3,0,0
340,Floyd Sword,1976-08-24,71,185,Team Four Corners,Middleweight,United States,,0.78,42,1.57,40,0,0,33,0,0,1,0,1,0,0
393,Naoyuki Kotani,1981-12-08,68,155,Rodeo Style,Lightweight,Japan,66,1.02,31,2.89,50,0.83,16,46,0.8,0,5,0,5,0,0
397,Kerry Schall,1971-08-09,74,265,Meat Truck Inc.,Heavyweight,United States,,0.94,11,4.84,63,0,0,0,0,0,1,0,1,0,0
432,Hayato Sakurai,1975-08-24,67,168,Mach Dojo,Welterweight,Japan,,2.45,49,1.94,59,1.87,69,56,0.3,0,1,0,1,0,0
437,Branden Lee Hinkle,1973-07-29,74,235,Hammer House,Heavyweight,United States,,2.61,69,3.91,26,4.34,57,66,4.3,0,2,0,2,0,0
503,Charlie Valencia,1974-10-31,63,135,Millennia MMA,Bantamweight,United States,64,2.58,37,2.61,77,1.4,53,75,0.5,0,1,0,1,0,0
515,Antonio McKee,1970-03-12,68,155,Bodyshop Fitness Team,Lightweight,United States,,1.37,45,0.74,74,1.47,33,57,0,0,1,0,1,0,0
21912,Tarec Saffiedine,1986-09-06,69,170,Evolve MMA,Welterweight,Belgium,70,4.05,48,2.9,63,0.48,33,85,0.1,2,1,0,3,67,0
81835,Diego Rivas,1991-11-11,68,145,Okinawa Dojo,Featherweight,Chile,69,0.98,40,1.18,60,2.21,75,57,0,1,0,0,1,100,0
19599,Tim Hague,1983-09-05,76,264,Black Sheep MMA,Heavyweight,Canada,,,,,,,,,,1,4,0,5,20,100
248,Tedd Williams,1969-12-19,72,275,Williams Combat Grappling,Heavyweight,United States,,0,0,0,0,0,0,0,0,0,1,0,1,0,0
249,Koji Oishi,1977-05-31,68,170,PANCRASEism,Featherweight,Japan,,1.43,9,17.86,43,0,0,0,0,0,2,0,2,0,0
251,Satoshi Honma,1968-05-19,72,205,,Light Heavyweight,Japan,,0,0,0,0,0,0,0,0,0,1,0,1,0,0
254,Adrian Serrano,1963-12-23,68,170,Adrian Serrano Combat Sports Gym,Middleweight,United States,,0,0,0,0,0,0,0,0,0,1,0,1,0,0
256,Joao Roque,1971-07-22,66,155,Nova Uniao,Featherweight,Angola,,0,0,0,0,0,0,0,0,0,1,0,1,0,0
524,Ronald Jhun,1970-09-21,71,170,808 Top Team,Welterweight,United States,,1.45,57,3.01,50,1.81,100,100,0,0,1,0,1,0,0
551,Bobby Southworth,1969-12-16,73,205,American Kickboxing Academy,Heavyweight,United States,,0.99,39,1.38,65,3.98,78,64,1.3,0,1,0,1,0,0
770,Jeff Curran,1977-09-02,66,135,Team Curran,Bantamweight,United States,69,1.54,31,2.48,60,0.35,12,35,1.2,0,3,0,3,0,0
2347,Jason Reinhardt,1969-10-31,66,135,Wand Fight Team,Bantamweight,United States,,0.51,40,4.07,43,1.91,12,50,0,0,3,0,3,0,0
2490,Joao Marcos Pierini,1971-12-11,73,170,Team JM,Welterweight,Mexico,,,,,,,,,,0,1,0,1,0,0
2580,Antonio Banuelos,1979-09-23,63,135,The Pit,Flyweight,United States,63,2.71,33,3.3,58,1.38,58,85,0.4,0,1,0,1,0,0
2651,Jeremy Jackson,1982-09-19,70,170,Team Freedom,Welterweight,United States,,0.71,27,2.03,25,1.52,40,58,0,0,2,0,2,0,0
2656,Chris Sanford,1968-03-12,71,185,Cesar Gracie Jiu-Jitsu,Middleweight,United States,,0.23,50,3.22,17,0,0,0,3.5,0,1,0,1,0,0
2682,Josh Rafferty,1981-01-06,72,170,Meat Truck Inc.,Welterweight,United States,,0.6,33,3.6,50,0,0,0,9,0,1,0,1,0,0
2713,Wes Sims,1979-10-12,81,258,Hammer House,Heavyweight,United States,,,,,,,,,,0,3,0,3,0,0
2873,John Olav Einemo,1975-12-10,78,251,Golden Glory,Heavyweight,Norway,,,,,,,,,,0,2,0,2,0,0
5542,Gabe Ruediger,1977-08-29,70,155,PKG,Lightweight,United States,,1.7,31,5.16,41,2.04,11,28,0,0,3,0,3,0,0
5746,Dante Rivera,1974-12-08,72,185,Renzo Gracie Jiu-Jitsu,Welterweight,United States,,2.27,53,4,25,0,0,16,0,0,1,0,1,0,0
5781,Jared Rollins,1977-01-26,69,170,Team Oyama,Middleweight,United States,,3.33,57,2.41,39,2.5,50,50,1.2,0,1,0,1,0,0
5925,Jordan Radev,1976-09-28,67,185,Sportcentrum KOPS,Welterweight,Bulgaria,,1.35,23,2.38,66,0,0,80,0,0,2,0,2,0,0
6123,Brodie Farber,1980-07-05,73,170,Tiger Muay Thai,Light Heavyweight,United States,,1.69,45,2.17,53,0.9,50,20,0.9,0,2,0,2,0,0
6246,Pat Healy,1983-07-20,69,155,Sports Lab,Lightweight,United States,74,2.57,36,2.57,50,3.08,37,55,1.1,0,5,0,5,0,0
6254,Josh Haynes,1977-07-30,69,170,Syndicate MMA,Light Heavyweight,United States,,1.25,22,4.03,52,0.94,18,42,0,0,3,0,3,0,0
6606,Jeff Joslin,1975-04-30,72,170,Joslin MMA,Welterweight,Canada,,2.17,39,1.57,65,0.5,33,64,0.5,0,1,0,1,0,0
10432,Fredson Paixao,1979-05-13,70,145,Total Dojo,Featherweight,England,66,1.71,54,2.31,62,0.62,11,10,2.2,0,1,0,1,0,0
10502,Icho Larenas,1982-12-03,73,235,,Heavyweight,Canada,,,,,,,,,,0,1,0,1,0,0
10515,Brandon Melendez,1983-03-24,70,155,Elite Performance,Welterweight,United States,,0.84,26,0.56,63,0,0,25,0,0,1,0,1,0,0
10543,Lucio Linhares,1973-12-08,74,185,Alliance Jiu-Jitsu,Middleweight,Brazil,,0.99,22,3.47,34,1.86,50,50,1.9,0,2,0,2,0,0
10581,Hector Ramirez,1976-03-28,72,205,,Light Heavyweight,United States,,2.27,41,4.6,56,2.3,55,66,0.5,0,2,0,2,0,0
10584,Dan Evensen,1974-06-01,75,250,,N/A,Norway,,0.27,10,3.86,38,0,0,0,4,0,2,0,2,0,0
10754,Jason Gilliam,1972-10-31,72,169,Team Wolfpack,Welterweight,United States,,,,,,,,,,0,2,0,2,0,0
11408,Paul Georgieff,1982-09-22,74,170,,Lightweight,United States,,2.55,40,2.34,35,0,0,0,0,0,1,0,1,0,0
11453,Brad Imes,1977-03-16,79,260,Sacramaneto BJJ,Heavyweight,United States,,,,,,,,,,0,3,0,3,0,0
